,id,title,release_date,vote_average,overview,genre_ids,popularity,poster_path,genres,release_year
649,402900,Ocean's Eight,2018-06-07,7.0,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.","[80, 35, 28]",17.5838,/MvYpKlpFukTivnlBhizGbkAe3v.jpg,"Crime, Comedy, Action",2018
650,9837,The Prince of Egypt,1998-12-16,7.284,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.","[12, 16, 18, 10751]",17.6563,/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg,"Adventure, Animation, Drama, Family",1998
651,1084736,The Count of Monte Cristo,2024-06-28,8.01,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.","[12, 28, 18]",16.5672,/sAT1P3FGhtJ68anUyJScnMu8t1l.jpg,"Adventure, Action, Drama",2024
652,210577,Gone Girl,2014-10-01,7.89,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","[9648, 53, 18]",17.1089,/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,"Mystery, Thriller, Drama",2014
653,12,Finding Nemo,2003-05-30,7.815,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","[16, 10751]",16.8846,/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,"Animation, Family",2003
654,7512,Idiocracy,2006-09-01,6.335,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.","[35, 878, 12]",17.5709,/q7sn0A3BkBxvzdwVFOGmJGE2vF8.jpg,"Comedy, Science Fiction, Adventure",2006
655,400155,Hotel Transylvania 3: Summer Vacation,2018-06-28,6.853,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.","[16, 35, 10751, 14]",18.0814,/lzE5BwGQea1nek7TPXUuC5AZ6rq.jpg,"Animation, Comedy, Family, Fantasy",2018
656,855,Black Hawk Down,2001-12-28,7.388,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.","[28, 10752, 36]",18.1453,/imGygQbmuc7gC1JZiAVhJLsUWXq.jpg,"Action, War, History",2001
657,818647,Through My Window,2022-02-04,7.367,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.","[10749, 18, 35]",16.1111,/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg,"Romance, Drama, Comedy",2022
658,8835,Legally Blonde,2001-07-13,6.791,"Fashionable sorority queen Elle Woods has it all, but, she wants nothing more than to be Mrs. Warner Huntington III. But he dumps her before heading to Harvard Law School. Elle rallies all of her resources and gets into Harvard, determined to win him back. While there, she figures out that there is more to herself than just good looks.","[35, 10749]",17.3911,/9ohlMrJHQqKhfUKh7Zr3JQqHNLZ.jpg,"Comedy, Romance",2001
659,970947,The Shrouds,2025-03-20,6.2,"Inconsolable since the death of his wife, Karsh, a prominent businessman, invents a revolutionary and controversial technology that enables the living to monitor their dear departed in their shrouds. One night, multiple graves, including that of Karsh’s wife, are desecrated, and he sets out to track down the perpetrators.","[18, 878]",19.7346,/6J4lPto3rjlHZwhIhCy9cOWNnqb.jpg,"Drama, Science Fiction",2025
660,335983,Venom,2018-09-28,6.829,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.","[878, 28]",16.6157,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,"Science Fiction, Action",2018
661,9603,Clueless,1995-07-19,7.273,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.","[35, 10749]",16.6155,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,"Comedy, Romance",1995
662,594767,Shazam! Fury of the Gods,2023-03-15,6.481,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.","[35, 28, 14]",16.611,/A3ZbZsmsvNGdprRi2lKgGEeVLEH.jpg,"Comedy, Action, Fantasy",2023
663,38700,Bad Boys for Life,2020-01-15,7.132,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.","[53, 28, 80]",16.5944,/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,"Thriller, Action, Crime",2020
664,524047,Greenland,2020-07-29,7.132,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.","[28, 12, 878, 53]",16.5923,/bNo2mcvSwIvnx8K6y1euAc1TLVq.jpg,"Action, Adventure, Science Fiction, Thriller",2020
665,1149137,The Travelling Dog,2023-08-25,6.5,"The life of Zuzia, whose dad works on the railway, changes mas-sively when Lampo, an extraordinary travelling dog, joins the family. The remarkable shepherd dog, whose train trips are an internet sensation, immediately becomes the best friend of the girl suffering from a heart condition.","[10751, 12]",16.5705,/bC9K8ZWqSIG7sfe2XHzw73Sc8MC.jpg,"Family, Adventure",2023
666,49444,Kung Fu Panda 2,2011-05-25,7.037,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.","[16, 10751, 35]",16.564,/mtqqD00vB4PGRt20gWtGqFhrkd0.jpg,"Animation, Family, Comedy",2011
667,87,Indiana Jones and the Temple of Doom,1984-05-23,7.296,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","[12, 28]",16.5597,/om61eim8XwLfh6QXzh2r0Q4blBz.jpg,"Adventure, Action",1984
668,27578,The Expendables,2010-08-07,6.246,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.","[53, 12, 28]",16.5363,/j09ZkH6R4JWVylBcDai1laCmGw7.jpg,"Thriller, Adventure, Action",2010
669,45243,The Hangover Part II,2011-05-25,6.487,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",[35],16.5158,/7sGkjqorTHkaHTz8Q4WWHj8JL9t.jpg,Comedy,2011
670,620,Ghostbusters,1984-06-08,7.493,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","[35, 14]",16.5155,/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,"Comedy, Fantasy",1984
671,592983,Spellbound,2024-11-22,6.711,"When a powerful spell turns her parents into giant monsters, a teenage princess must journey into the wild to reverse the curse before it's too late.","[16, 14, 10751, 12, 35]",16.5025,/4dSrwXJNKtMtlkwJPgZMkjjuHvD.jpg,"Animation, Fantasy, Family, Adventure, Comedy",2024
672,664,Twister,1996-05-10,6.539,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa.","[28, 12, 18]",16.5019,/d4ie3f6QTvNw40V770Uzo87SDZn.jpg,"Action, Adventure, Drama",1996
673,985939,Fall,2022-08-11,7.144,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",[53],16.478,/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,Thriller,2022
674,938614,Late Night with the Devil,2024-03-19,7.136,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",[27],16.4769,/mu8LRWT9GHkfiyHm7kgxT6YNvMW.jpg,Horror,2024
675,698948,Thirteen Lives,2022-07-18,7.888,"Based on the true nail-biting mission that captivated the world. Twelve boys and the coach of a Thai soccer team explore the Tham Luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. Entombed behind a maze of flooded cave tunnels, they face impossible odds. A team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.","[18, 53]",16.4698,/yi5KcJqFxy0D6yP8nCfcF8gJGg5.jpg,"Drama, Thriller",2022
676,666277,Past Lives,2023-06-02,7.741,"After decades apart, childhood friends Nora and Hae Sung are reunited in New York for one fateful weekend as they confront notions of destiny, love, and the choices that make a life.","[18, 10749]",16.4417,/rzO71VFu7CpJMfF5TQNMj0d1lSV.jpg,"Drama, Romance",2023
677,271110,Captain America: Civil War,2016-04-27,7.445,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","[12, 28, 878]",16.4374,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,"Adventure, Action, Science Fiction",2016
678,9737,Bad Boys,1995-04-07,6.819,"Marcus Burnett is a henpecked family man. Mike Lowrey is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.","[28, 35, 80, 53]",16.4133,/qKiLKvJaT6rRmd3IBsoVV58luXH.jpg,"Action, Comedy, Crime, Thriller",1995
679,97697,Come Play with Me,1977-04-28,4.813,"Two alluring young ladies live with their beautiful widowed aunt on a secluded wooded estate. The women have earned themselves quite a reputation in the surrounding towns and men from all over the region are frequent visitors to the small countryside home, hoping to encounter one, or preferably both, of the seductive nieces. Of course, the aunt has equally strong desires and refuses to be outdone. Soon all three are offering the many courters the chance to Come Play with Me!",[35],16.4058,/noTS4wNV5jg3E8nJixhrcWxt38B.jpg,Comedy,1977
682,1106739,Juror #2,2024-10-30,6.837,"While serving as a juror in a high profile murder trial, family man Justin Kemp finds himself struggling with a serious moral dilemma…one he could use to sway the jury verdict and potentially convict—or free—the accused killer.","[80, 18]",15.4726,/ugQkpGajKFQ8eyOEhGheR0HfWQ.jpg,"Crime, Drama",2024
683,51876,Limitless,2011-03-17,7.193,The life of an unsuccessful writer is transformed by a top-secret 'smart drug' that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life.,"[53, 9648, 878]",17.9543,/un0a2U7KLjMH77N6EhqYh7ZOlVx.jpg,"Thriller, Mystery, Science Fiction",2011
684,609681,The Marvels,2023-11-08,6.007,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.","[878, 12, 28]",16.9425,/9GBhzXMFjgcZ3FdR9w3bUMMTps5.jpg,"Science Fiction, Adventure, Action",2023
685,9732,The Lion King II: Simba's Pride,1998-10-24,6.9,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?","[10751, 12, 16, 28]",17.471,/sWR1x6UCMCGN9xEf8RGhPS934X0.jpg,"Family, Adventure, Animation, Action",1998
686,75780,Jack Reacher,2012-12-20,6.643,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.","[80, 18, 53, 28]",17.4594,/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg,"Crime, Drama, Thriller, Action",2012
687,658224,"The Wizard of the Emerald City, Part 1",2025-01-01,7.286,"Ellie lives in a distant city. One day, the evil witch Gingema conjured a hurricane that took Ellie and her dog Totoshka to the country of the Munchkins. To return home, Ellie and her friends the Scarecrow, the Tin Woodman and the Cowardly Lion will set off along the yellow brick road to the Emerald City in search of the Wizard who will grant their cherished wishes.","[18, 14]",15.2431,/ue3mp7z2EdoZuumtZNj2xEE4CN4.jpg,"Drama, Fantasy",2025
688,602,Independence Day,1996-06-25,6.892,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.","[28, 12, 878]",18.1657,/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,"Action, Adventure, Science Fiction",1996
689,694943,Pizza Dare 1,2020-04-10,7.0,"Seok, who wants to try perverted sex, pesters Hyun-jin every day, but Hyun-jin rejects it saying she only like normal things.  And then one day while delivering chicken, he found So-ra and Hyun-soo, a couple who enjoys delivery exposures.  Frustrated as he is with Hyun-jin, he starts neglecting her and became more and more hooked with the So-ra couple.  To recover their relationship, Hyun-jin goes on a date with Seok. But then a call came for him. The couple invites him for sex.  Will he be having a date with his wife, or will he accept the invitation he may only get once in a lifetime?  What would be his choice?",[10749],16.2397,/km7xKnZoHUXqiozCGzauunMp9OF.jpg,Romance,2020
690,64690,Drive,2011-09-15,7.581,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.","[18, 53, 80]",18.1159,/602vevIURmpDfzbnv5Ubi6wIkQm.jpg,"Drama, Thriller, Crime",2011
691,514847,The Hunt,2020-03-11,6.631,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.","[28, 53, 27]",16.3145,/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,"Action, Thriller, Horror",2020
692,6957,The 40 Year Old Virgin,2005-08-11,6.411,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.","[35, 10749]",16.9166,/jBoRAWYOv7tBtfXbNJMAojGj0Xf.jpg,"Comedy, Romance",2005
693,707610,Bosomy Mom,2020-05-06,5.9,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.","[18, 10749]",16.4469,/zarhMAQRWKjjsNBR1rviIXZ5xtt.jpg,"Drama, Romance",2020
694,947891,My Old Ass,2024-09-13,6.875,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.","[35, 18, 10749]",17.9904,/yUs4Sw9AyTg2sA1qWBkNpD2mGSj.jpg,"Comedy, Drama, Romance",2024
695,293660,Deadpool,2016-02-09,7.622,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.","[28, 12, 35]",15.1709,/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,"Action, Adventure, Comedy",2016
696,9323,Ghost in the Shell,1995-11-18,7.9,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.","[28, 16, 878]",18.0697,/9gC88zYUBARRSThcG93MvW14sqx.jpg,"Action, Animation, Science Fiction",1995
697,831815,Saving Bikini Bottom: The Sandy Cheeks Movie,2024-10-18,5.846,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.","[16, 35, 12, 10751]",17.353,/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,"Animation, Comedy, Adventure, Family",2024
698,996821,You're Cordially Invited,2025-01-29,5.877,"When two weddings are accidentally booked on the same day at the same venue, each bridal party is challenged with preserving their family's special moment while making the most of the unanticipated tight quarters. In a hilarious battle of determination and grit, the father of the bride and sister of the other bride chaotically go head-to-head as they stop at nothing to uphold an unforgettable celebration for their loved ones.",[35],17.2175,/muXnwAdVdEEktto0NBNMyqK3uQH.jpg,Comedy,2025
699,453395,Doctor Strange in the Multiverse of Madness,2022-05-04,7.261,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.","[14, 28, 12]",16.3646,/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg,"Fantasy, Action, Adventure",2022
700,812225,Black Clover: Sword of the Wizard King,2023-06-16,8.167,"As a lionhearted boy who can't wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.","[16, 14, 28, 12]",17.746,/9YEGawvjaRgnyW6QVcUhFJPFDco.jpg,"Animation, Fantasy, Action, Adventure",2023
701,770,Gone with the Wind,1939-12-15,7.934,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,"[18, 10752, 10749]",16.4978,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg,"Drama, War, Romance",1939
702,453,A Beautiful Mind,2001-12-14,7.855,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery.","[18, 10749]",17.9011,/rEIg5yJdNOt9fmX4P8gU9LeNoTQ.jpg,"Drama, Romance",2001
703,1241934,Mob Cops,2025-04-25,6.375,"The TRUE STORY of when a retired NYPD detective writes a book about his family's ties to the mob, it ignites a firestorm between the dirty cops working for the city's brutal crime boss and the officers trying to bring them to justice.","[80, 18]",15.9817,/nr5yEnMF1IshC1xKYLwrtZbbXD6.jpg,"Crime, Drama",2025
704,1164355,Lembayung,2024-09-19,6.833,"Arum and Pica, who wanted to complete their internship at Lembayung hospital, had to face mysterious terror from a woman satan who was suspected of hanged herself in the bathroom. The situation became even more tense after they asked others for help to the point where they threatened their own lives and those closest to them.","[27, 53]",16.8923,/5x9LrW0yvtt6S3XovIQHgXfYvLL.jpg,"Horror, Thriller",2024
705,1802,La Ceremonie,1995-08-30,7.3,"Sophie, a quiet and shy maid working for an upper-class French family, finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.","[18, 53]",14.45,/vq2x8JfEoVrdQZqo0fppjw7ZI3d.jpg,"Drama, Thriller",1995
706,50546,Just Go with It,2011-02-10,6.702,"While romancing Palmer, a much younger schoolteacher, plastic surgeon Danny Maccabee enlists his loyal assistant Katherine to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, Katherine's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.","[35, 10749]",17.2752,/ez1EDULOCUUCySHOZU6tz97qbtM.jpg,"Comedy, Romance",2011
708,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,6.0,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.","[28, 12, 35, 10751, 878]",17.571,/euVaCiCWz3AALcQXHT6aUqdGUo6.jpg,"Action, Adventure, Comedy, Family, Science Fiction",2016
709,76757,Jupiter Ascending,2015-02-04,5.458,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…","[878, 14, 28]",17.6454,/xzQ25m9vrdyvpLX74T3B3KB40Ou.jpg,"Science Fiction, Fantasy, Action",2015
710,916192,"The Tunnel to Summer, the Exit of Goodbyes",2022-09-09,7.726,"Urashima Tunnel – Once you enter that tunnel, you can get whatever you want, but at a price. Kaoru Tohno, who seems to have an elusive personality and traumatic past, and Anzu Hanashiro, who is struggling to reconcile her ideal image and true-to-heart attitude, team up to investigate the Urashima Tunnel and get what they want. This is an unforgettable summer story of nostalgia and sprinting in a remote countryside.","[16, 18, 10749, 14, 878]",17.1267,/5AGA6pbBKXZTI8k1c6odx30JuQR.jpg,"Animation, Drama, Romance, Fantasy, Science Fiction",2022
711,109418,Grown Ups 2,2013-07-11,6.138,"Lenny has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises—the last day of school.",[35],15.9109,/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,Comedy,2013
712,298618,The Flash,2023-06-13,6.655,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?","[12, 28, 878]",14.6033,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,"Adventure, Action, Science Fiction",2023
713,193551,All of a Sudden,1996-06-14,5.944,"An erotic mystery about widower seeks revenge to the man whose wife had an affair before her apparent suicide, however things soon turns complicated when the widower having a relationship with the man's wife and the whole truth would reveals.","[80, 18, 10749]",14.8517,/1GI9mC21UyZCcghL1TU3sAOhJsL.jpg,"Crime, Drama, Romance",1996
714,7485,Shooter,2007-03-22,7.12,"A top Marine sniper, Bob Lee Swagger, leaves the military after a mission goes horribly awry and disappears, living in seclusion. He is coaxed back into service after a high-profile government official convinces him to help thwart a plot to kill the President of the United States. Ultimately double-crossed and framed for the attempt, Swagger becomes the target of a nationwide manhunt. He goes on the run to track the real killer and find out who exactly set him up, and why, eventually seeking revenge against some of the most powerful and corrupt leaders in the free world.","[18, 28, 53]",17.2482,/2aWGxo1E5polpBjPvtBRkWp7qaS.jpg,"Drama, Action, Thriller",2007
715,967160,Claudia,1985-12-12,0.0,"Eager to escape her high-society life among the English Elite, a woman falls in love with a young musician. Her husband, however has other plans for her.",[18],15.883,/d8NYTygRU6ztSuvCdx6VoM5qQpF.jpg,Drama,1985
716,1267217,Sugar Baby,2024-04-25,7.175,"Love comes without asking. Often not to those, not so and not then. Can a genuine feeling survive when everything started wrong and the whole world is against it? Give up everything or give up? Burn or survive?","[10749, 18]",14.5683,/kcREsnVDEFFXmt5GuPwyGqyDuDJ.jpg,"Romance, Drama",2024
717,82695,Les Misérables,2012-12-18,7.319,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.","[36, 18]",18.0868,/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg,"History, Drama",2012
718,77,Memento,2000-10-11,8.178,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.","[9648, 53]",16.5205,/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,"Mystery, Thriller",2000
719,122917,The Hobbit: The Battle of the Five Armies,2014-12-10,7.325,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","[28, 12, 14]",15.4272,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,"Action, Adventure, Fantasy",2014
720,8358,Cast Away,2000-12-22,7.658,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.","[12, 18]",18.0741,/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg,"Adventure, Drama",2000
721,1072790,Anyone But You,2023-12-21,6.888,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.","[10749, 35]",15.7866,/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,"Romance, Comedy",2023
722,96721,Rush,2013-09-02,7.722,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.","[18, 28]",16.6346,/5hpcfL3WH5ArSPUlfD4E1TtaOd0.jpg,"Drama, Action",2013
