,id,title,release_date,vote_average,overview,genre_ids,popularity,poster_path,genres,release_year
0,1197306,A Working Man,2025-03-26,6.437,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.","[28, 80, 53]",581.2791,/xUkUZ8eOnrOnnJAfusZUqKYZiDu.jpg,"Action, Crime, Thriller",2025
1,668489,Havoc,2025-04-24,6.7,"When a drug heist swerves lethally out of control, a jaded cop fights his way through a corrupt city's criminal underworld to save a politician's son.","[28, 80, 53]",584.7785,/r46leE6PSzLR3pnVzaxx5Q30yUF.jpg,"Action, Crime, Thriller",2025
2,950387,A Minecraft Movie,2025-03-31,6.179,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","[10751, 35, 12, 14]",408.6823,/iPPTGh2OXuIv6d7cwuoPkw8govp.jpg,"Family, Comedy, Adventure, Fantasy",2025
3,1471014,Van Gogh by Vincent,2025-03-26,6.125,"In a career that lasted only ten years, Vincent Van Gogh painted one subject more than any other: himself. This is the story of Vincent told using eight of his most iconic self-portraits.",[99],389.5467,/z73X4WKZghBh5fri31o8P6vBEB2.jpg,Documentary,2025
4,1276073,Bullet Train Explosion,2025-04-23,6.747,"When panic erupts on a Tokyo-bound bullet train that will explode if it slows below 100 kph, authorities race against time to save everyone on board.","[28, 53, 80, 18]",326.4027,/qkTKtOHK9JEEOHgPQZ0dFtzs5ML.jpg,"Action, Thriller, Crime, Drama",2025
5,324544,In the Lost Lands,2025-02-27,6.326,"A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where she and her guide, the drifter Boyce, must outwit and outfight both man and demon.","[28, 14, 12]",288.7711,/twy1IVJFgaZWA21Sr6kohEOmdFW.jpg,"Action, Fantasy, Adventure",2025
6,1092899,The Siege,2023-03-10,5.456,"International assassin Walker is compromised during a mission and sent to a reassignment center for a new identity. During his stay at the facility, a ruthless assault team storms the compound searching for someone their boss has lost. Walker begrudgingly falls in with skilled hitwoman Elda and her mysterious ward Juliet in order to survive the night.","[28, 53]",248.6815,/hVh4hMzkXNLnScudbid6hDvjMPk.jpg,"Action, Thriller",2023
7,822119,Captain America: Brave New World,2025-02-12,6.153,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","[28, 53, 878]",247.2469,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,"Action, Thriller, Science Fiction",2025
8,1180906,Desert Dawn,2025-05-15,0.0,A newly appointed small-town sheriff and his begrudging deputy get tangled up in a web of lies and corruption involving shady businessmen and the cartel while investigating the murder of a mysterious woman.,"[28, 80, 9648, 53]",248.4328,/S21BfLrJSD9njucBfY3CKqp8rD.jpg,"Action, Crime, Mystery, Thriller",2025
9,1233413,Sinners,2025-04-16,7.6,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.","[27, 53]",229.0284,/jYfMTSiFFK7ffbY2lay4zyvTkEk.jpg,"Horror, Thriller",2025
10,1124620,The Monkey,2025-02-14,5.9,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.","[27, 35]",208.1398,/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg,"Horror, Comedy",2025
11,931349,Ash,2025-03-20,5.4,A woman wakes up on a distant planet and finds the crew of her space station viciously killed. Her investigation into what happened sets in motion a terrifying chain of events.,"[878, 27, 53]",185.4183,/5Oz39iyRuztiA8XqCNVDBuy2Ut3.jpg,"Science Fiction, Horror, Thriller",2025
12,974576,Conclave,2024-10-25,7.2,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.","[18, 53, 9648]",165.2819,/l4WXg5oQPK6GVlISKQNIUGb8rKJ.jpg,"Drama, Thriller, Mystery",2024
13,1045938,G20,2025-04-09,6.6,"After the G20 Summit is overtaken by terrorists, President Danielle Sutton must bring all her statecraft and military experience to defend her family and her fellow leaders.","[28, 9648, 18]",150.2027,/wv6oWAleCJZUk5htrGg413t3GCy.jpg,"Action, Mystery, Drama",2025
14,1195506,Novocaine,2025-03-12,6.889,"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.","[28, 35, 53]",139.3755,/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg,"Action, Comedy, Thriller",2025
15,1225915,Jewel Thief: The Heist Begins,2025-04-25,6.6,"In this high-octane battle of wits and wills, ingenious con artist Rehan devises a diamond heist while trying to outsmart Rajan, his sadistic adversary.","[28, 53]",271.0703,/eujLbO0kf1eqWC8XpHUJdtAVW2J.jpg,"Action, Thriller",2025
16,1083968,Locked,2025-03-20,6.142,"When Eddie breaks into a luxury SUV, he steps into a deadly trap set by William, a self-proclaimed vigilante delivering his own brand of twisted justice. With no means of escape, Eddie must fight to survive in a ride where escape is an illusion, survival is a nightmare, and justice shifts into high gear.","[27, 53]",137.0233,/hhkiqXpfpufwxVrdSftzeKIANl3.jpg,"Horror, Thriller",2025
17,374720,Dunkirk,2017-07-19,7.45,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.","[10752, 28, 18]",150.5864,/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg,"War, Action, Drama",2017
18,335984,Blade Runner 2049,2017-10-04,7.579,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.","[878, 18]",143.5877,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,"Science Fiction, Drama",2017
19,348,Alien,1979-05-25,8.163,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","[27, 878]",142.8897,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,"Horror, Science Fiction",1979
20,870028,The Accountant 2,2025-04-23,7.267,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Treasury Agent Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.","[80, 53, 28]",129.1642,/ieYaJz2nzs4wcqpWaofagzGoGPi.jpg,"Crime, Thriller, Action",2025
21,762509,Mufasa: The Lion King,2024-12-18,7.412,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.","[12, 10751, 16]",128.8132,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,"Adventure, Family, Animation",2024
22,1241982,Moana 2,2024-11-21,7.076,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.","[16, 12, 10751, 35]",120.7726,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,"Animation, Adventure, Family, Comedy",2024
23,1293286,Gunslingers,2025-04-11,6.622,"When the most wanted man in America surfaces in a small Kentucky town, his violent history -- and a blood-thirsty mob seeking vengeance and a king’s ransom -- soon follow. As brothers face off against one another and bullets tear the town to shreds, this lightning-fast gunslinger makes his enemies pay the ultimate price for their greed.","[37, 28]",106.9351,/O7REXWPANWXvX2jhQydHjAq2DV.jpg,"Western, Action",2025
24,1244944,The Woman in the Yard,2025-03-27,6.179,"In the aftermath of her husband's death, widow Ramona's struggle to raise her two kids is hindered by the arrival of a mysterious woman with supernatural abilities.","[27, 9648]",106.6895,/n0WS2TsNcS6dtaZKzxipyO7LuCJ.jpg,"Horror, Mystery",2025
25,939243,Sonic the Hedgehog 3,2024-12-19,7.723,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","[28, 878, 35, 10751]",119.82,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,"Action, Science Fiction, Comedy, Family",2024
26,297762,Wonder Woman,2017-05-30,7.216,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,"[28, 12, 14]",117.7761,/v4ncgZjG2Zu8ZW5al1vIZTsSjqX.jpg,"Action, Adventure, Fantasy",2017
27,1403735,Laila,2025-02-14,5.0,"Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot","[35, 10749]",114.1075,/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg,"Comedy, Romance",2025
28,376867,Moonlight,2016-10-21,7.372,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",[18],116.1056,/rcICfiL9fvwRjoWHxW8QeroLYrJ.jpg,Drama,2016
29,1249213,Drop,2025-04-10,6.536,"Violet, a widowed mother on her first date in years, arrives at an upscale restaurant where she is relieved that her date, Henry, is more charming and handsome than she expected. But their chemistry begins to curdle as Violet begins being irritated and then terrorized by a series of anonymous drops to her phone.","[9648, 53]",103.1023,/dS2S5lpfgRIRQOb7LDCjNsQqKjp.jpg,"Mystery, Thriller",2025
30,1059073,Winter Spring Summer or Fall,2024-12-27,7.14,"Remi and Barnes, two very different teenagers, meet by chance in the winter of their senior year, then spend four  days together over the course of a year that will change their lives forever.","[10749, 35, 18]",104.4799,/mEPi5ISa5RmzpzeDfwkhX0CcNsf.jpg,"Romance, Comedy, Drama",2024
31,299536,Avengers: Infinity War,2018-04-25,8.2,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","[12, 28, 878]",89.6258,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,"Adventure, Action, Science Fiction",2018
32,986056,Thunderbolts*,2025-04-30,7.7,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.","[28, 12, 18]",120.7159,/hqcexYHbiTBfDIdDWxrxPtVndBX.jpg,"Action, Adventure, Drama",2025
33,346672,Underworld: Blood Wars,2016-11-24,5.897,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.","[14, 28, 53, 878]",88.6271,/v1ciDCWMG47gdT4kMyjyQbnLQQn.jpg,"Fantasy, Action, Thriller, Science Fiction",2016
34,38575,The Karate Kid,2010-06-10,6.548,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.","[28, 12, 18, 10751]",88.767,/qV8xTWfknTOSErSa0b9Iay2QztS.jpg,"Action, Adventure, Drama, Family",2010
35,1055451,Founders Day,2024-01-19,4.456,A small town is shaken by a series of ominous killings in the days leading up to a heated mayoral election.,"[27, 53, 35]",86.9133,/ohzLPC9lHUWseBgB7HRcz0GBkFb.jpg,"Horror, Thriller, Comedy",2024
36,696506,Mickey 17,2025-02-28,6.912,"Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.","[878, 35, 12]",82.3718,/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg,"Science Fiction, Comedy, Adventure",2025
37,1232546,Until Dawn,2025-04-23,6.395,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one…only to wake up and find themselves back at the beginning of the same evening.","[27, 9648]",84.4275,/6O9nkcmZBymDXtxOGJmulqcxJdv.jpg,"Horror, Mystery",2025
38,346685,The Girl on the Train,2016-10-05,6.442,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.","[53, 9648, 18, 80]",81.639,/AhTO2QWG0tug7yDoh0XoaMhPt3J.jpg,"Thriller, Mystery, Drama, Crime",2016
39,1125899,Cleaner,2025-02-19,6.6,"When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.","[28, 53]",79.068,/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg,"Action, Thriller",2025
40,1201176,Easter Bloody Easter,2024-03-25,4.5,A woman must protect her small town from the Jackalope (based on the mythical rabbit-antelope creature of North American folklore) and his army of devilish bunnies as they embark on a murder spree over the Easter weekend.,"[27, 35, 14]",72.4484,/8tGYZlPttiOjEe61GvszRcrnpEi.jpg,"Horror, Comedy, Fantasy",2024
41,315635,Spider-Man: Homecoming,2017-07-05,7.331,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","[28, 12, 878, 18]",71.7531,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,"Action, Adventure, Science Fiction, Drama",2017
42,299537,Captain Marvel,2019-03-06,6.802,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.","[28, 12, 878]",88.977,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,"Action, Adventure, Science Fiction",2019
43,769,GoodFellas,1990-09-12,8.456,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","[18, 80]",86.9087,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,"Drama, Crime",1990
44,2667,The Blair Witch Project,1999-07-14,6.351,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.","[27, 9648]",73.1864,/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,"Horror, Mystery",1999
45,1252309,Ask Me What You Want,2024-11-29,5.931,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.","[10749, 18]",75.2361,/k82T5L1utX1G2LhNWeza9nGUKPk.jpg,"Romance, Drama",2024
46,420818,The Lion King,2019-07-12,7.11,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.","[12, 18, 10751, 16]",69.5295,/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,"Adventure, Drama, Family, Animation",2019
47,1096838,Here After,2024-07-25,5.123,"When her teen daughter displays increasingly disturbing behavior after a near death experience, a mother becomes convinced the girl brought something evil back from the other side.","[27, 53]",66.8389,/by3EEDIVTdhNJolYK2Msn1RHRFH.jpg,"Horror, Thriller",2024
48,1373723,The Codes of War,2025-03-20,6.2,"War stories about family, ethics and honor include the true story of two U.S. Marines who in a span of six seconds, must stand their ground to stop a suicide truck bomb, a Navy Corpsman who attempts to hold on to his humanity, and a WW2 soldier who gets separated from his squad and is forced to re-evaluate his code.","[28, 10752]",70.1166,/oXeiQAfRK90pxxhP5iKPXQqAIN1.jpg,"Action, War",2025
49,1189423,The Sloth Lane,2024-07-25,6.321,"After a terrifying storm destroys their home, a speedy sloth named Laura and her kooky family move to the big city in their rusted old food truck, Gordito, hoping to make their business a success. The family's delicious food catches the eye of a quick-witted cheetah who will stop at nothing to revive her failing fast-food business.","[16, 10751]",83.1191,/toBN1A9AnhoUzXyu9gaVyQVJehp.jpg,"Animation, Family",2024
50,1126166,Flight Risk,2025-01-22,6.108,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.","[28, 53]",75.0502,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,"Action, Thriller",2025
51,11,Star Wars,1977-05-25,8.204,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"[12, 28, 878]",67.2931,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,"Adventure, Action, Science Fiction",1977
52,700391,65,2023-03-02,5.979,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.","[28, 12, 878]",77.4551,/rzRb63TldOKdKydCvWJM8B6EkPM.jpg,"Action, Adventure, Science Fiction",2023
53,321612,Beauty and the Beast,2017-03-16,6.971,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,"[10751, 14, 10749]",65.8599,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,"Family, Fantasy, Romance",2017
54,1229730,Carjackers,2025-03-27,6.159,"By day, they're invisible—valets, hostesses, and bartenders at a luxury hotel. By night, they're the Carjackers, a crew of skilled drivers who track and rob wealthy clients on the road. As they plan their ultimate heist, the hotel director hires a ruthless hitman, to stop them at all costs. With danger closing in, can Nora, Zoe, Steve, and Prestance pull off their biggest score yet?","[28, 12]",65.3803,/wbkPMTz2vVai7Ujyp0ag7AM9SrO.jpg,"Action, Adventure",2025
55,667216,Infinity Pool,2023-01-27,6.063,"While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror. A tragic accident leaves them facing a zero tolerance policy for crime: either you'll be executed, or, if you’re rich enough to afford it, you can watch yourself die instead.","[27, 878]",72.5667,/cQKyNm0Nz6KWiDBQF9w4aZAmOfC.jpg,"Horror, Science Fiction",2023
56,2108,The Breakfast Club,1985-02-15,7.735,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.","[35, 18]",68.5721,/wM9ErA8UVdcce5P4oefQinN8VVV.jpg,"Comedy, Drama",1985
57,1321952,"Sofia, the Possession",2024-10-31,7.429,"My mother vanished inside the boarding school where she worked. Through a Ouija board, she told me to look for her. My name is Sofia. I'm 14 years old and I'm going to enroll at the boarding school to find the body of my mother.",[27],72.511,/kYbd7M1dk2xadHd2WczQRmO28uJ.jpg,Horror,2024
58,447273,Snow White,2025-03-19,4.551,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process.","[10751, 14]",74.6439,/oLxWocqheC8XbXbxqJ3x422j9PW.jpg,"Family, Fantasy",2025
59,429200,Good Time,2017-08-11,7.2,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.","[80, 53, 18]",68.7876,/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg,"Crime, Thriller, Drama",2017
60,1353117,Home Sweet Home: Rebirth,2025-03-20,6.6,"When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.","[27, 14, 53, 9648, 28]",63.6462,/9rCBCm9cyI4JfLEhx3EncyncMR3.jpg,"Horror, Fantasy, Thriller, Mystery, Action",2025
61,377,A Nightmare on Elm Street,1984-11-09,7.333,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",[27],76.1443,/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg,Horror,1984
62,950396,The Gorge,2025-02-13,7.728,"Two highly-trained operatives are appointed to posts in guard towers on opposite sides of a vast and highly classified gorge, protecting the world from an undisclosed, mysterious evil that lurks within. They bond from a distance while trying to stay vigilant in defending against an unseen enemy. When the cataclysmic threat to humanity is revealed to them, they must work together in a test of both their physical and mental strength to keep the secret in the gorge before it’s too late.","[10749, 878, 53]",69.9473,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,"Romance, Science Fiction, Thriller",2025
63,181808,Star Wars: The Last Jedi,2017-12-13,6.779,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.","[12, 28, 878]",61.5502,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,"Adventure, Action, Science Fiction",2017
64,283995,Guardians of the Galaxy Vol. 2,2017-04-19,7.612,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,"[878, 12, 28]",61.2642,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,"Science Fiction, Adventure, Action",2017
65,343674,Gerald's Game,2017-09-29,6.394,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.","[27, 53]",70.2557,/32dippiypDdaKv7XFEfUlQ7kPup.jpg,"Horror, Thriller",2017
66,10925,The Return of the Living Dead,1985-04-25,7.186,"When foreman Frank shows new employee Freddy a secret military experiment in a supply warehouse in Louisville, Kentucky, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout the town, and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss and a mysterious mortician.","[27, 35, 878]",66.5217,/qVTFBabgnWz4jZ8wOQRYZI5EITF.jpg,"Horror, Comedy, Science Fiction",1985
67,1010581,My Fault,2023-06-08,7.817,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.","[10749, 18]",67.328,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,"Romance, Drama",2023
68,533535,Deadpool & Wolverine,2024-07-24,7.599,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.","[28, 35, 878]",70.0177,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,"Action, Comedy, Science Fiction",2024
69,1092,The Third Man,1949-08-31,7.9,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.","[53, 9648]",67.6378,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg,"Thriller, Mystery",1949
70,1585,It's a Wonderful Life,1946-12-20,8.3,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.","[18, 10751, 14]",61.1681,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,"Drama, Family, Fantasy",1946
71,912649,Venom: The Last Dance,2024-10-22,6.77,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","[28, 878, 12]",69.3616,/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg,"Action, Science Fiction, Adventure",2024
72,339967,Colossal,2017-04-06,6.281,A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,"[18, 14, 878]",65.0992,/4VOyofBd1pexblxtDZYtYIk7NI4.jpg,"Drama, Fantasy, Science Fiction",2017
73,1356039,Counterattack,2025-02-27,8.373,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.","[28, 12, 53]",67.189,/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,"Action, Adventure, Thriller",2025
74,19,Metropolis,1927-02-06,8.109,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.","[18, 878]",69.0932,/vZIJxGnjcswPCAa52jhbl01FQkV.jpg,"Drama, Science Fiction",1927
75,218,The Terminator,1984-10-26,7.664,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","[28, 53, 878]",59.0343,/hzXSE66v6KthZ8nPoLZmsi2G05j.jpg,"Action, Thriller, Science Fiction",1984
76,1371202,iHostage,2025-04-18,6.109,"When a gunman enters an Apple Store in the heart of Amsterdam, the police face a delicate challenge to resolve the standoff.","[53, 80, 18]",56.5862,/tn3Ckxyc7OWXnhMPkiIBvqLdFC6.jpg,"Thriller, Crime, Drama",2025
77,1356236,Saint Catherine,2025-04-11,8.0,An orphaned girl is rescued from a satanic ritual and taken to Saint Catherine Institute for homeless youth. There she will learn new skills while facing demons that stalk her.,[27],143.6118,/hBJdzKPeDaC96AzlrtMWBomYSZV.jpg,Horror,2025
78,359246,Hell House LLC,2015-10-16,6.476,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.","[27, 9648, 53]",64.5533,/cWVsgCuLaPub8wD5cMBVIxFZaVc.jpg,"Horror, Mystery, Thriller",2015
